Signup_Date,Name,Email,Phone,Product_Type,Plan_Tier,Delivery_Method,Account_Type,Linked_Accounts_Count,Voice_Accent_Anomaly_Flag,Completion_Time,IP_Address,Fraud_Risk_Flag
2025-07-28,Deborah Franklin,williambaker@example.com,8529 9584,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,555,142.171.188.23,0
2025-06-03,Joseph Adams,rebeccaevans@example.net,0201945266,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,536,2.181.154.122,0
2024-01-19,Michael Kaufman,sonyafarrell@example.com,+61 8 9785 8424,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,270,102.217.165.140,0
2025-08-22,Gordon Newton,ricardo20@example.com,+61.7.1444.0232,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,537,216.83.71.129,0
2024-09-13,George Velazquez,robinsonpeter@example.org,+61-3-2320-5436,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,None,64,187.159.35.231,0
2024-11-23,Paula Davis,bflores@example.net,(03) 9009 8453,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,None,266,56.86.174.178,0
2025-07-20,Russell Herrera II,krobertson@example.net,+61.447.171.754,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,298,198.105.20.220,0
2024-09-17,Lauren Hughes,timothy53@example.com,(08).4059.1104,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,549,38.248.65.167,0
2025-02-20,Gloria Jackson DVM,christina94@example.net,+61.488.676.057,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,246,199.187.192.216,0
2025-09-18,Danielle Blackwell,bwilson@example.net,+61.7.9763.2848,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,220,55.81.59.226,0
2026-05-19,Bryan Walker,anthonyholmes@example.org,+61810861201,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,236,87.24.121.120,0
2026-05-13,Douglas Simmons,dlucas@example.net,(03).4288.0484,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,2,None,524,109.17.155.151,0
2025-09-08,Michael Robinson,davidbailey@example.org,0428 835 706,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,565,30.210.215.92,0
2026-06-01,Gregory Olson,jenniferdowns@example.org,+61858053973,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,208,24.145.100.243,0
2026-02-12,Toni Mckinney,teresa84@example.net,+61 433 004 940,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,171,134.149.39.183,0
2024-10-20,Debra Zimmerman,perezjeffrey@example.com,+61-7-0830-3607,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,96,114.205.139.85,0
2024-12-31,Yolanda Robertson,lauraobrien@example.org,+61.412.027.266,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,11,Yes - Voice Modulation Detected,25,192.168.1.1,1
2024-05-26,Jason Arroyo,jordanmark@example.net,02.7098.2667,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,140,191.80.197.155,0
2024-03-10,Christopher Hill,gwarner@example.net,+61.8.8170.8882,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,None,157,15.77.247.189,0
2024-05-06,Kevin Bell,rebecca39@example.com,6535 4914,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,449,219.165.77.59,0
2025-08-15,Nicole White,priceamanda@example.net,0207751739,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,466,90.172.51.159,0
2024-11-03,Johnny Johnston,cheyenne96@example.com,9433.8488,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,310,25.66.137.179,0
2026-06-16,Julia Thomas,davisscott@example.com,03.9337.3016,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,None,278,9.119.204.131,0
2025-01-05,Mason Barrett,slambert@example.com,(07)-4928-9367,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,None,155,71.190.48.7,0
2024-09-08,Eric Campbell,gwendolyn41@example.org,(03) 4350 2916,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,None,463,53.49.205.100,0
2024-01-28,Michael Haley,carlos71@example.org,0473.034.705,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,None,249,186.4.133.44,0
2025-10-30,Kimberly Watkins,chad90@example.com,(07)-3687-8468,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,468,184.114.152.28,0
2024-05-23,Marcus Haynes,rodriguezshannon@example.com,2390-0208,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,203,173.252.105.54,0
2024-08-06,Robert Scott,orozcostephen@example.org,+61765571228,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,286,204.15.132.11,0
2024-05-24,Adrienne Petty,elizabethrobinson@example.net,6744-1367,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,246,20.122.94.150,0
2026-08-23,Megan Horne,ssmith@example.com,(03) 1548 4836,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,361,13.193.125.218,0
2026-06-11,Kathleen Suarez,juliabennett@example.net,2999-1833,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,5,None,22,192.168.1.1,1
2025-03-13,Gregory Hamilton,zachary20@example.org,7631 0883,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,142,106.255.194.54,0
2025-04-24,Glenn Robinson,hudsonjennifer@example.com,+61 412 350 456,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,366,70.17.159.92,0
2024-05-24,Miss Suzanne Dickson,barbara31@example.com,0406.363.648,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,399,125.209.252.147,0
2025-04-25,Victoria Villarreal,michaelwu@example.com,(07)-5560-3324,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,59,70.49.23.159,0
2025-06-05,Sarah Decker,ogonzales@example.com,+61815280422,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,483,18.224.8.144,0
2024-11-06,Michael Horton,davidbenton@example.org,+61731252516,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,279,201.246.91.151,0
2025-01-16,Michelle Mercer,carlsonchad@example.net,03 9026 5247,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,528,217.43.71.249,0
2026-07-19,James Golden,daniel66@example.net,37240355,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,None,264,144.215.169.52,0
2025-01-28,Danielle Campos,lori87@example.com,0459.200.033,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,None,270,63.66.143.168,0
2024-01-02,Colleen Campbell,mallorysmith@example.com,+61.8.6696.5137,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,541,217.155.65.82,0
2026-07-20,Nancy Pierce,pamela26@example.org,+61 426 449 340,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,576,47.93.93.137,0
2024-03-11,Jerry Morrison,riverajoseph@example.org,(07)-6221-2448,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,483,218.36.2.253,0
2024-10-24,Christina Wilson,dawn67@example.net,0400.362.123,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,286,32.46.102.140,0
2026-08-17,Amanda Brown,leedavid@example.com,+61-2-4161-3377,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,1,None,592,79.111.78.143,0
2024-11-04,Sandra Johnson,morganmarks@example.net,(02) 7627 7619,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,297,179.40.170.94,0
2025-07-16,Sheri Wilson,karen86@example.net,(07).6963.1868,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,423,67.63.108.88,0
2025-08-07,Joyce Jackson,kennethfreeman@example.org,08-7332-6997,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,8,None,6,192.168.1.1,1
2025-12-06,David Gibbs,bkirk@example.org,0405-816-779,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,0,None,446,186.252.47.214,0
2025-08-28,Jennifer Rogers,andreacharles@example.org,03-1751-1523,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,2,None,462,186.157.30.195,0
2024-07-10,Eric Clarke,christian63@example.net,08 4742 7897,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,421,102.152.151.26,0
2024-05-31,Karen Hill,garyadams@example.org,0877711672,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,None,361,17.21.121.219,0
2024-03-15,Dr. Victoria Juarez,jimenezcheryl@example.com,8600.6451,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,259,125.103.245.61,0
2024-04-03,Jared Mcintosh,tyler62@example.com,0412.698.376,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,86,175.158.82.235,0
2026-07-22,Mike Johnson,danielhensley@example.org,(02)-5531-8429,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,64,2.69.89.186,0
2026-01-16,Lindsay Ruiz,fbrooks@example.com,+61 7 1796 0380,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,433,184.78.73.113,0
2025-05-20,Harold Williams,mdavis@example.org,8620-9716,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,1,None,53,74.226.189.47,0
2025-04-21,John Berry,markcross@example.org,+61815246255,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,88,58.220.67.235,0
2026-01-25,Mary Powers,brooksjessica@example.com,(03) 4436 1503,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,None,577,51.108.199.98,0
2025-02-18,Patricia Bridges,carol15@example.com,08-6400-4606,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,None,556,83.140.247.109,0
2024-03-23,Sergio Daugherty,dustincosta@example.org,+61378006576,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,None,570,7.242.185.73,0
2024-11-15,Chelsea Williams,klinejames@example.com,(03).9211.9183,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,104,154.220.111.213,0
2026-05-16,Jason Carroll,sean20@example.org,2496 5202,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,437,136.129.47.244,0
2025-07-23,Jeff Mercado,lisa80@example.net,33924226,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,467,37.205.223.11,0
2024-09-22,Ashley Duke,helenhampton@example.org,+61.473.713.736,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,1,None,397,181.43.250.168,0
2025-08-14,Jeremy Cannon,jessica48@example.org,+61 499 680 273,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,118,29.159.252.167,0
2024-11-30,Joshua Rice,xruiz@example.net,7334 1176,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,537,172.12.104.62,0
2025-08-17,Justin Barron,hclark@example.net,+61 2 0965 5636,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,77,97.252.49.251,0
2024-03-22,Eric Armstrong,bbrown@example.net,5180.7101,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,51,201.228.3.212,0
2024-09-21,Bill Watson MD,adamsanthony@example.org,08 7305 1603,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,2,None,84,102.123.154.225,0
2024-08-20,Catherine House,shannon38@example.org,+61-469-433-436,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,261,70.217.90.51,0
2024-07-03,Russell Chan,wilsonkristina@example.net,+61845814658,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,190,68.233.10.9,0
2025-01-18,Terry Buck,aprilbaker@example.net,(03) 6426 2629,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,227,39.47.203.215,0
2025-03-18,Sharon Warren,kphelps@example.org,(03) 4903 9252,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,None,480,69.29.164.227,0
2024-06-04,Mike Mendez,anthony91@example.com,5364-9329,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,None,184,73.49.192.199,0
2025-04-08,Christopher Rodriguez,zjacobs@example.com,07 2065 2956,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,463,200.130.247.126,0
2025-06-11,Summer Hobbs,jennifer11@example.net,08-1742-8753,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,531,168.234.83.245,0
2026-06-17,Tanya Shannon,higginsnicole@example.org,62669981,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,380,158.86.71.62,0
2024-12-07,Wendy Hebert,williamsnicole@example.net,+61.2.6981.3597,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,517,50.39.145.178,0
2025-12-05,Jennifer Collins,edward79@example.com,9249.6720,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,138,98.86.174.35,0
2024-12-12,William Gordon,linangela@example.net,03-1846-5754,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,332,186.202.92.46,0
2025-05-25,Kenneth Garcia,lisa36@example.net,+61.3.8514.9209,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,483,24.149.102.230,0
2024-01-02,John Morgan,danielrose@example.org,0840156296,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,None,110,77.22.59.43,0
2026-04-16,Laurie Johnson,lisa59@example.org,+61.3.7207.1002,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,182,63.61.112.102,0
2026-07-05,Jasmin Rice,lawrencemichael@example.com,(07)93657003,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,430,177.249.110.67,0
2025-11-06,Wendy Rodgers DVM,carolineanderson@example.com,(02) 3848 7159,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,588,156.4.59.230,0
2026-07-25,Nancy Sampson,smithzachary@example.net,4421.4839,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,None,398,71.224.44.48,0
2024-02-02,Tanya Carter,christina42@example.net,+61851233477,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,497,106.184.50.112,0
2024-03-09,Linda Rodriguez,kathleenrichardson@example.net,+61-8-0617-7284,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,None,582,9.88.99.56,0
2025-03-03,Cheryl Mitchell,ramirezmartin@example.org,+61.456.641.559,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,69,48.15.36.83,0
2025-10-10,Sarah King,jenna41@example.net,2009-5420,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,308,129.152.113.235,0
2024-01-08,Alexis Lee,leonjulie@example.org,33418208,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,None,97,60.45.68.164,0
2025-01-13,Melinda Gonzales,fowlervickie@example.org,0320724146,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,509,76.62.154.157,0
2024-10-09,Danielle Thomas,novakrose@example.org,0465.017.437,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,1,None,351,22.159.103.68,0
2025-04-08,Jacob Schmidt,brian01@example.com,0493 470 099,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,243,13.1.251.131,0
2026-03-13,Michelle Chen,qwoodward@example.net,1820-6438,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,172,45.84.231.164,0
2026-02-13,Jordan Barton,schaefersteven@example.net,+61 478 654 689,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,229,115.112.110.135,0
2024-11-24,Terry Lamb,brandon61@example.net,+61 2 2016 2996,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,404,86.176.48.252,0
2026-06-30,Robert Hawkins,johnsoncheryl@example.net,+61-7-7968-8540,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,575,110.181.199.90,0
2026-08-03,Ricky Cordova,daniel61@example.net,9328.6447,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,6,Yes - Voice Modulation Detected,21,192.168.1.1,1
2026-06-11,Clinton Yang,christopher09@example.net,0427.341.535,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,172,53.152.174.55,0
2024-10-26,Deborah Wang,igreen@example.net,6559 3935,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,None,161,208.65.37.177,0
2024-06-15,Sarah Mills,ryan72@example.org,+61.7.8123.4446,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,481,207.75.47.77,0
2026-02-17,Shawn Valencia,bullockaustin@example.com,(07)49597437,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,None,371,216.124.45.88,0
2025-02-17,Jordan Smith,hwaller@example.org,2542-9430,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,515,221.33.8.101,0
2025-12-05,Bill Hines,jacksonjack@example.net,9211 5005,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,377,216.224.6.170,0
2025-04-04,Kristen Scott,gtran@example.net,+61-3-4863-3397,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,None,492,202.116.251.197,0
2024-05-05,Michelle Barnes,bcasey@example.org,(07) 1980 7133,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,None,597,82.138.58.180,0
2026-01-09,Jasmine Wallace,feliciafields@example.com,+61-450-845-435,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,377,197.45.185.75,0
2024-04-06,John Mills,shannonjackson@example.net,+61-458-639-088,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,168,23.80.27.23,0
2025-07-30,Danielle Moreno,estradachristopher@example.org,08 3071 1118,5G Mobile Plan,Basic,eSIM via App,Existing Account,1,None,128,88.136.149.91,0
2025-01-19,Ricardo Cobb,gbeasley@example.com,(08)-6455-3258,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,83,113.202.152.149,0
2026-02-11,Joshua Walker,isanchez@example.net,+61 8 2846 0124,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,None,447,159.61.153.205,0
2025-10-31,Ricardo Parker,alansmith@example.org,02384005,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,410,193.7.179.184,0
2024-03-14,Ethan Medina,gregoryjohnson@example.com,+61-7-5766-3928,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,374,170.41.117.211,0
2025-05-11,Gregory Briggs,grimesemily@example.org,0459.973.841,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,None,540,124.188.81.223,0
2026-02-06,Jason Mueller,parkeralexander@example.org,(03) 6772 0365,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,246,150.168.181.110,0
2026-07-29,Joshua Chung,tracy52@example.org,0815684376,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,227,157.247.128.77,0
2024-10-31,Theodore Gonzalez,michelle44@example.com,8131.1703,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,68,217.94.118.81,0
2025-02-25,Ralph Blankenship,maria09@example.com,+61.2.9672.9898,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,312,217.193.43.164,0
2024-09-06,Elizabeth Hall,allisonsandra@example.org,6097.6188,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,333,169.120.165.112,0
2024-02-13,David Hebert,phillip05@example.net,0884549047,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,None,202,124.106.54.249,0
2025-08-04,Drew Crawford,davidrodriguez@example.com,89846515,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,235,176.101.90.44,0
2026-06-30,Mark Smith,hadams@example.com,0445 456 983,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,2,None,215,61.184.182.92,0
2025-02-15,Dennis Hays,teresa87@example.org,(08).1664.4664,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,163,12.91.197.64,0
2025-05-05,Charles Jackson,timrowe@example.net,+61.3.3673.5780,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,100,220.109.214.207,0
2024-12-07,Jonathan Hall,calebbutler@example.com,7584 9382,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,313,77.124.138.221,0
2024-01-29,Dr. Charlene Hicks,ashley05@example.org,07832238,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,None,391,139.190.231.26,0
2024-07-03,Destiny Bryant,fparsons@example.org,0436-931-736,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,None,292,113.9.254.213,0
2024-03-07,Matthew Powers,stevensmith@example.org,02.5340.4453,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,2,None,385,176.44.226.49,0
2025-09-02,Randall Rios,monicadennis@example.net,(02) 6814 9546,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,182,93.56.177.182,0
2024-11-08,Terry Austin,vbauer@example.com,08.0122.0662,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,106,42.183.205.93,0
2024-10-20,Sandra Ramos,danielmathews@example.com,+61.2.9066.1803,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,150,106.210.180.173,0
2024-07-29,Lisa Gibson,susan26@example.org,+61.451.488.623,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,2,None,526,153.146.149.94,0
2025-10-11,Diane Chambers,wayne96@example.org,07.0853.4202,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,2,None,163,73.134.82.13,0
2024-10-18,Richard Burke,swansonkirk@example.org,1765 9501,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,None,411,217.134.11.250,0
2025-09-03,Jeremy Miller,paul30@example.org,0467 377 514,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,65,211.129.32.14,0
2026-07-09,Amanda Walker,robert04@example.org,9717 1898,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,478,14.51.36.86,0
2025-02-16,Christine Olson,patrick51@example.org,47616097,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,316,1.179.23.212,0
2025-10-30,Erica Peterson,andersonrobert@example.com,+61240835312,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,2,None,219,22.253.228.63,0
2025-08-02,Joseph Curtis,emily79@example.net,+61789944026,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,2,None,363,154.139.94.180,0
2025-06-15,Lisa Lyons,wdaniels@example.org,0417 137 828,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,234,57.219.54.202,0
2024-09-27,James Chen,rhondadaniels@example.net,03-2668-7373,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,None,590,181.101.47.105,0
2025-04-20,Gregory Nielsen,davisrebecca@example.org,+61 7 0277 5187,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,0,None,477,31.144.138.28,0
2024-04-11,Julie Atkinson,geraldbaker@example.org,0473 755 641,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,359,76.4.224.111,0
2025-06-25,Patricia Mcclure,nsanford@example.net,(07).7174.7255,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,8,Yes - Accent Mismatch Suspected,25,192.168.1.1,1
2026-04-27,Michele Perez,rodriguezwilliam@example.org,+61.8.3459.4127,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,276,13.137.60.69,0
2025-04-28,David Lee,murphycory@example.org,0754909072,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,548,41.17.167.51,0
2026-04-10,Jonathan Preston,anthonyavila@example.org,(08) 8014 7907,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,None,328,132.30.232.231,0
2025-01-25,Michelle Mclaughlin,pmartinez@example.org,+61206476046,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,310,25.96.93.28,0
2025-11-08,Alexander Hahn,elizabethwhite@example.com,5103.9392,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,394,100.7.129.38,0
2025-11-02,Nathan Hall,tstephens@example.org,(08)-9706-7869,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,261,169.45.163.131,0
2024-02-07,Isabella Ross,ramirezmichael@example.com,+61 470 245 564,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,1,None,371,209.119.69.43,0
2024-07-01,Angela Smith,matthew64@example.net,+61.451.814.249,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,552,124.138.62.14,0
2024-09-24,Leah Humphrey,myersmelissa@example.com,9221-6258,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,563,101.61.197.199,0
2025-09-01,Emily Martin,moorethomas@example.net,41608545,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,396,115.113.230.129,0
2024-03-19,Mrs. Yolanda Smith,david13@example.com,08-7906-3084,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,215,34.203.96.151,0
2026-01-11,Amber Anderson,hyoung@example.org,08769406,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,292,201.70.51.34,0
2024-11-28,Michelle Tate,laurasmith@example.net,71696844,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,259,16.39.248.186,0
2025-09-29,Tiffany Johnson,michaelperry@example.org,03-5739-6855,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,136,134.201.127.108,0
2025-11-06,Nichole Edwards,sanchezjennifer@example.org,02-5202-0797,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,0,None,261,97.245.57.162,0
2024-07-12,Amanda Hampton,cabrerajohn@example.net,08 5117 1882,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,281,57.228.239.255,0
2025-01-09,Kristen Weaver,nicholas46@example.net,87827427,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,480,113.2.81.122,0
2025-05-05,Bryan Harris,davidchavez@example.org,0747830147,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,449,46.226.202.138,0
2026-06-06,Kerri Stevens,ewells@example.com,1654 1233,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,None,475,47.188.66.109,0
2024-06-26,Jane Mendoza,mooremichele@example.com,0411 684 280,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,326,86.219.36.81,0
2025-06-26,Thomas Stout,phillipshort@example.net,0469.375.672,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,221,19.124.46.8,0
2025-08-08,Joanna Perkins,xsmith@example.com,(07) 0384 2005,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,200,34.52.140.41,0
2024-11-03,Alan Gay,kgardner@example.com,+61 7 4975 0053,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,72,80.4.167.231,0
2024-01-26,Dr. Amy Williams DDS,gallaghermelanie@example.com,5759-2748,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,None,352,37.254.90.252,0
2025-03-18,James Stone,fmiller@example.net,+61 481 762 934,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,577,7.204.87.161,0
2026-01-08,Christina Jensen,vcarter@example.net,03 9036 1899,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,396,74.248.242.164,0
2024-03-11,Cassandra Fuller,smithregina@example.com,+61776030197,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,333,132.49.163.151,0
2024-12-01,Bradley Reed,sjohns@example.com,+61.467.516.180,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,420,170.93.1.202,0
2024-11-01,David Jones,ldavis@example.net,08 8457 6613,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,270,219.49.163.249,0
