Signup_Date,Name,Email,Phone,Product_Type,Plan_Tier,Delivery_Method,Account_Type,Linked_Accounts_Count,Voice_Accent_Anomaly_Flag,Completion_Time,IP_Address,Fraud_Risk_Flag
2025-09-20,Beverly Warner,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,93,121.168.87.149,0
2025-11-03,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,0,,80,158.50.109.52,0
2025-02-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,,75,111.185.20.18,0
2025-09-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,84,190.129.125.102,0
2026-06-19,<PERSON>,<EMAIL_ADDRESS>,7480-3355,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,450,103.213.120.209,0
2025-04-17,<PERSON>,<EMAIL_ADDRESS>,+61822264648,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,2,,398,180.197.176.165,0
2024-05-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,0,,541,7.179.60.139,0
2024-07-28,<PERSON>,<EMAIL_ADDRESS>,1281-2034,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,,461,43.240.101.206,0
2026-03-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,,484,165.119.154.164,0
2025-07-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,78,216.58.30.154,0
2026-03-27,<PERSON>,<EMAIL_ADDRESS>,7143 8186,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,467,124.160.176.86,0
2024-12-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,1,,567,204.115.201.56,0
2024-10-21,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,,119,208.203.105.156,0
2024-03-04,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,418,141.180.84.158,0
2026-08-12,<PERSON>,<EMAIL_ADDRESS>,4491.4471,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,2,,435,95.193.115.5,0
2026-06-08,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,1,,361,33.13.183.174,0
2024-01-16,<PERSON>,<EMAIL_ADDRESS>,+61 442 497 053,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,585,74.103.134.168,0
2025-06-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,361,17.72.133.10,0
2025-05-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,425,198.54.82.114,0
2024-10-03,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,403,108.33.227.117,0
2024-06-15,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,379,173.171.65.210,0
2024-03-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,,313,156.142.138.112,0
2026-02-18,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,1,,431,28.66.126.49,0
2025-01-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,,367,89.129.113.64,0
2024-05-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,177,201.223.197.218,0
2026-06-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,51,75.11.0.49,0
2024-12-10,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,511,96.80.61.172,0
2025-02-08,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,,168,52.115.43.181,0
2026-08-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,,467,192.211.41.228,0
2025-01-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,486,218.186.49.142,0
2024-09-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,86,25.146.79.187,0
2026-08-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,,244,61.28.44.86,0
2024-03-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,0,,411,5.13.161.41,0
2025-10-13,<PERSON>,<EMAIL_ADDRESS>,5206 3853,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,318,198.33.55.203,0
2025-05-10,<PERSON> Powers,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,503,98.222.121.24,0
2024-11-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,,474,148.131.131.121,0
2025-08-15,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,0,,409,198.137.30.229,0
2025-05-04,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,456,148.222.107.137,0
2024-06-11,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,,85,184.246.99.121,0
2025-01-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,,402,113.228.10.77,0
2026-02-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,2,,80,180.114.58.170,0
2026-06-21,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,573,125.183.254.253,0
2026-02-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,1,,412,79.196.169.39,0
2026-07-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,483,4.153.172.125,0
2025-03-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,2,,582,205.255.240.44,0
2024-10-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,0,,531,211.153.214.52,0
2024-09-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,,158,163.147.249.216,0
2024-10-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,383,142.197.253.225,0
2024-05-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,,505,38.238.79.170,0
2026-08-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,300,41.98.167.109,0
2024-03-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,1,,212,198.64.151.112,0
2025-07-18,<PERSON>,<EMAIL_ADDRESS>,4686-1314,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,,340,171.164.50.197,0
2026-03-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,,501,182.86.90.125,0
2025-05-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,417,97.104.217.161,0
2024-03-21,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,387,128.158.183.252,0
2025-10-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,556,18.85.162.147,0
2025-05-04,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,,141,129.176.59.190,0
2026-04-18,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,572,120.62.16.145,0
2025-10-07,<PERSON>,<EMAIL_ADDRESS>,9998 2433,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,,187,152.110.218.206,0
2024-09-07,<PERSON>,<EMAIL_ADDRESS>,9531 5967,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,,558,68.181.243.28,0
2025-06-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,261,186.155.195.112,0
2026-02-22,<PERSON>,<EMAIL_ADDRESS>,6515-2027,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,1,,269,189.82.105.110,0
2026-01-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,,354,66.61.186.164,0
2025-12-19,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,0,,204,57.147.16.75,0
2024-09-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,253,206.250.15.233,0
2024-02-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,2,,484,112.50.225.249,0
2026-01-14,<PERSON>,<EMAIL_ADDRESS>,3713-0780,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,61,133.61.70.66,0
2025-08-20,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,478,35.69.16.92,0
2025-09-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,421,199.209.35.6,0
2026-05-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,,568,199.235.190.86,0
2026-01-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,489,148.98.244.24,0
2025-10-21,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,361,4.37.28.4,0
2024-08-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,,50,153.193.216.98,0
2024-07-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,542,81.55.226.127,0
2026-08-30,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,593,97.224.24.103,0
2025-01-31,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,122,106.162.82.87,0
2025-02-18,<PERSON>,<EMAIL_ADDRESS>,+61.8.1654.8104,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,259,157.125.61.219,0
2025-04-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,575,38.75.124.183,0
2026-02-20,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,,60,83.86.27.193,0
2024-10-22,<PERSON>,<EMAIL_ADDRESS>,3185.2942,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,357,212.207.93.218,0
2025-02-07,<PERSON>,<EMAIL_ADDRESS>,0879381295,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,,178,57.74.124.173,0
2025-10-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,205,66.104.151.76,0
2026-08-11,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,,500,119.58.114.56,0
2026-06-04,Mrs. <PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,157,12.130.34.184,0
2025-09-04,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,323,91.177.43.76,0
2025-06-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,128,31.125.103.215,0
2025-03-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,0,,441,185.21.84.73,0
2025-02-24,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,,510,158.154.147.88,0
2026-08-09,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,117,181.115.199.11,0
2025-04-29,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,190,80.161.175.59,0
2025-06-18,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,382,189.196.114.156,0
2024-09-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,1,,354,132.217.137.249,0
2026-01-19,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,89,216.196.96.38,0
2024-12-17,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,93,52.8.12.74,0
2026-04-30,<PERSON>,<EMAIL_ADDRESS>,5888-8420,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,,599,22.155.54.86,0
2024-03-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,338,122.47.4.176,0
2024-10-06,<PERSON>,<EMAIL_ADDRESS>,4416.0542,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,,382,46.77.232.80,0
2025-05-01,<PERSON>,<EMAIL_ADDRESS>,84800312,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,,330,215.235.52.80,0
2025-07-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,216,136.229.180.205,0
2026-03-29,<PERSON>,<EMAIL_ADDRESS>,+61 8 6924 1423,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,136,42.169.18.32,0
2026-08-09,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,,125,163.224.44.150,0
2024-12-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,,329,117.2.49.184,0
2026-08-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,0,,468,146.65.208.35,0
2024-07-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,,593,27.75.4.95,0
2026-08-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,596,110.52.240.203,0
2024-04-16,<PERSON>,<EMAIL_ADDRESS>,1527 0247,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,534,123.96.46.150,0
2024-10-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,,199,194.44.29.39,0
2025-07-23,Mr. <PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,431,20.241.159.46,0
2024-07-02,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,329,103.136.71.172,0
2025-10-09,<PERSON>,<EMAIL_ADDRESS>,4140-0003,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,,562,123.181.130.33,0
2026-07-29,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,104,5.74.115.8,0
2024-04-10,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,288,44.115.140.205,0
2025-04-24,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,,317,194.60.17.254,0
2024-04-02,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,291,141.33.171.48,0
2024-11-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,273,85.18.251.151,0
2024-02-24,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,,491,104.229.51.230,0
2024-10-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,274,54.240.178.182,0
2025-07-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,,317,154.2.233.24,0
2025-02-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,98,46.160.120.63,0
2024-10-10,<PERSON>,<EMAIL_ADDRESS>,4377-7949,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,263,70.151.79.189,0
2025-02-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,108,30.35.67.174,0
2024-01-21,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,324,76.198.77.247,0
2026-07-03,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,453,109.217.121.238,0
2026-02-09,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,320,32.161.106.161,0
2026-07-08,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,281,136.225.50.233,0
2025-11-03,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,490,163.121.145.133,0
2026-02-10,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,,466,39.42.104.187,0
2025-02-19,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,274,170.72.28.247,0
2024-12-17,<PERSON>,<EMAIL_ADDRESS>,9890-4272,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,,318,223.16.82.165,0
2026-03-14,<PERSON>,<EMAIL_ADDRESS>,35809775,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,,329,57.211.163.118,0
2025-09-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,,598,136.199.188.62,0
2024-03-30,<PERSON>,<EMAIL_ADDRESS>,+61 8 5707 9065,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,356,11.248.154.219,0
2024-02-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,2,,500,191.82.16.249,0
2025-09-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,325,140.110.79.3,0
2026-04-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,,457,32.175.25.223,0
2024-06-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,319,12.59.38.231,0
2026-03-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,,568,31.220.74.93,0
2025-03-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,393,40.219.87.211,0
2026-07-05,<PERSON>,<EMAIL_ADDRESS>,5834.0488,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,,573,9.182.61.79,0
2025-03-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,118,4.20.227.170,0
2025-05-18,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,576,223.132.67.7,0
2026-04-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,,543,33.243.231.66,0
2024-01-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,,224,205.245.239.41,0
2025-11-04,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,0,,379,38.107.242.197,0
2026-08-03,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,,205,104.82.50.166,0
2024-07-03,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,0,,357,216.207.88.4,0
2026-08-05,<PERSON>,<EMAIL_ADDRESS>,6249.9525,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,140,216.162.133.19,0
2024-05-20,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,,586,137.26.3.202,0
2024-09-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,299,99.175.252.253,0
2025-05-10,<PERSON>,<EMAIL_ADDRESS>,76751182,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,1,,68,40.213.158.76,0
2025-10-29,<PERSON>,<EMAIL_ADDRESS>,8012-4508,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,402,215.64.124.74,0
2025-04-05,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,587,97.30.166.207,0
2025-04-30,<PERSON>,<EMAIL_ADDRESS>,+61.483.530.077,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,,435,71.241.231.186,0
2025-05-11,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,286,88.73.173.255,0
2024-11-29,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,2,,226,40.190.104.35,0
2026-05-20,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,68,16.152.155.71,0
2024-04-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,,157,166.252.183.191,0
2026-02-23,<PERSON>,<EMAIL_ADDRESS>,6485 <PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,504,4.255.146.227,0
2024-12-17,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,227,204.107.127.140,0
2025-06-29,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,206,100.242.216.162,0
2025-02-24,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,,374,179.200.135.27,0
2025-09-09,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,392,86.191.196.46,0
